post date	Summary and Description	post number
2023-12-05T17:19:34Z	"Problem bank count-rooms starter Hello, I have a question about the solution for this question. For the last check-expect, the function is producing 8 instead of 6. The same thing is happening in my own file (although my function is structured differently so that may be why). Does anyone know why this is? I thought it was because it&#39;s counting rooms that are a part of the loop twice. 


(check-expect (count-rooms (lookup-room &#34;F&#34; ROOMS) ROOMS) 1)
(check-expect (count-rooms (lookup-room &#34;B&#34; ROOMS) ROOMS) 6)
(check-expect (count-rooms (lookup-room &#34;A&#34; ROOMS) ROOMS) 6)

;; structural recursion only (not tail recursion)
(@template-origin genrec arb-tree accumulator)

(define (count-rooms r0 m)
  ;; path is (listof String); context preserving accumulator, names of rooms
  (local [(define (fn-for-room r path) 
            (if (member (room-name r) path)
                empty
                (cons (room-name r)
                      (fn-for-lor (room-exits r) 
                            (cons (room-name r) path)))))
          (define (fn-for-lor lor path)
            (cond [(empty? lor) empty]
                  [else
                   (append (fn-for-room (lookup-room (first lor) m) path)
                          (fn-for-lor (rest lor) path))]))]
    (foldr &#43; 0 (map (lambda (r) 1) (fn-for-room r0 empty)))))
Additionally, this is the code that I wrote for the function. 2/3 of my tests pass, and the one that fails has the same issue as the code in the solution file. I was wondering if it would be acceptable to write the function this way, as it made more sense to me to do it like this rather than use the abstract functions in the trampoline. If this would not be correct, is this because the accumualtor type is (listof String) and therefore the encapsulated functions should be producing (listof String), and letting the trampoline turn that into a natural? 


(define (count-rooms r0 m)
  ;; path is (listof String); context preserving accumulator, names of rooms
  (local [(define (fn-for-room r path) 
            (if (member (room-name r) path)
                0
                (add1 (fn-for-lor (room-exits r) 
                                  (cons (room-name r) path))))) 
          (define (fn-for-lor lor path)
            (cond [(empty? lor) 0]
                  [else
                   (&#43; (fn-for-room (lookup-room (first lor) m) path)
                      (fn-for-lor (rest lor) path))]))]
    (fn-for-room r0 empty)))

"	1472
2023-12-05T17:10:30Z	UBC IT problems again As near as I can tell UBC wireless is down this morning. I will keep trying to start the 930 lecture but it doesn’t look good now. The last update from them was:Our next update will be provided by Tuesday December 5th at 11:00 PTDec 04, 2023 - 16:20 PST	1471
2023-12-05T16:59:03Z	UBC Secure Hello! The UBC Secure network is currently down (at least for my computer and phone) and I have the online lecture at 9:30am. If it does not work (and I cannot attend that lecture), could I come to the 11am-12:20pm lecture?	1470
2023-12-05T07:10:50Z	"A couple of issues with the lectures page There are a couple of issues with the lecture 22 and 23 pages:

The lecture 22 page states, in its &#34;Before Lecture&#34; section:

Be sure to work through and review the material from lecture Lecture 20.

Which is presumably meant to say and link to Lecture 21.

In its &#34;During Lecture&#34; section, the page states:

Introduce a new way of representing and traversing graphs. This approach is the same one used in problem set 12 and lab 12.

Which is presumably meant to be problem set 11 and lab 11.


On the lecture 23 page, the link to lecture 22 on the top bar links to the page for lecture 21 (the link named &#34;Lecture 22&#34; is correct, but the &#34;L22&#34; link is not):
"	1469
2023-12-05T04:47:44Z	template rules for graphs is there any general rules for writing template for graphs? 	1468
2023-12-05T01:53:06Z	Partner for Pset 11? Hey everyone. Does anyone wanna partner up for P-set 11?	1467
2023-12-05T01:15:48Z	"Trivial case conceptual 
Hello there! Snapped this from the lecture last Tuesday, green is Genrec, yellow is Mutual Recursion, purple is Try-catch, and red is Accumulator. Is the reason the green cases are marked as trivial cases because they are potentially the direct results of values we encounter after the reduction? Also, why wouldn&#39;t we consider the solve/lop base case (empty? case) also as a trivial case since it will also potentially be produced at the end of the reduction process (as stated in the reduction argument)?  Thanks a lot!"	1465
2023-12-04T23:57:29Z	"Wifi Not Working - Lab 
I am at Graph Lab and the wifi is not working


Update: TA&#39;s can&#39;t do PSet Grading as well as only one TA&#39;s hotspot is working

Update: Wifi is now working"	1463
2023-12-04T16:35:07Z	Final exam study tips? Hi, I was just wondering about the final exam and how exactly I should study for it, because I feel like theres a lot to cover. What I was thinking is that I should just go over all of the lectures, all of the relevant practice problems, and practice exams, but i believe there are only a few practice exams as well. It would be very helpful if I can get any tips/insight on how other people are studying and what specific plan I should have as well so I feel adequately prepared! Thanks.	1462
2023-12-04T07:06:34Z	cwl tag I just saw the comments on pset that said don&#39;t touch the second set of &#34;???&#34; in the cwl tag if you dont have a partner, but I&#39;ve been deleting them in the past, does that matter?	1461
2023-12-04T05:37:46Z	Search How should one prepare search? I worked on Lab but could not finish PSet09 because of many midterms, assignments, and term papers. Therefore, you might say that I jumped ahead. What are some ways for one to understand and solve these problems? For example, do I want to start the lecture again and attempt to solve this on my own since many of the files also have V1 that has no assistance whatsoever? should i start from the beginning or halfway? And can i practice for graphs before i do for search, or doing search before graphs would be ideal, because ik abit about search but im not very well versed on it.	1460
2023-12-04T04:53:47Z	"Gregor&#39;s office hours this week Monday 11-1 ICCS 246

Wednesday I will be late unfortunately, maybe 11:30 or even 11:45.  But the room will be open, so just go and start working. I will stay past 1.  ICCS 246

Friday 11-1 ICCS 246"	1459
2023-12-04T04:46:46Z	"Academic concession for labs I'm unwell and might have to submit an academic concession for my lab. I'm just confused about how the long/short grading would work. Would I get marked a 0 and have that effect my problem set grade? Or would that be exempt and will my problem set grade be the autograder grade?
I've read through the syllabus and can't seem to find an answer regarding this."	1458
2023-12-04T04:45:44Z	Final Exam For those of us who did poorly on q4 on midterm 1, we had the opportunity to improve our grade by doing better on q5 on midterm 2. I was hoping I could take advantage of this option as I did not do well on q4. Unfortunately, I was sick and unable to write midterm 2. Is there any chance that I could have a similar opportunity on the final exam? Meaning, if I do well on a particular question on the final, I could get my q4 grade from mt1 upgraded? Sorry for the long message! Thank you.	1457
2023-12-04T17:21:32Z	"Edx video - worklist tail recursion wizard question I&#39;m wondering for this example, why can you use ph as a parameter? ph is part of the compound data (define-struct wle (w ph). Don&#39;t you need to write wle-ph to extract ph? In particular, in the code (if (string=? (wiz-house w) ph). 

Note: this code is taken from edx video, worklist example.


(define (same-house-as-parent w) 
  ;; todo is (listof WLE); a worklist accumulator
  ;; rsf  is (listof String); a result so far accumulator
  (local [
          (define-struct wle (w ph))
          ;; WLE (worklist entry) is (make-wle Wizard String)
          ;; interp. a worklist entry with the wizard to pass to fn-for-wiz,
          ;;         and that wizard&#39;s parent house
          
          (define (fn-for-wiz todo w ph rsf)
            (fn-for-low (append (map (λ (k) 
                                       (make-wle k (wiz-house w)))
                                     (wiz-kids w)) 
                                todo)
                        (if (string=? (wiz-house w) ph)
                            (cons (wiz-name w) rsf)
                            rsf)))
          (define (fn-for-low todo rsf)
            (cond [(empty? todo) rsf]
                  [else
                   (fn-for-wiz (rest todo) 
                               (wle-w  (first todo))
                               (wle-ph (first todo))
                               rsf)]))]
    (fn-for-wiz empty w &#34;&#34; empty)))"	1456
2023-12-04T01:41:46Z	lab solutions? Are we given access to lab solutions? If so, can someone pls direct me to the link or post that addressed this question? Thank you :)	1455
2023-12-04T01:31:15Z	Lecture 21 starter solutions I was reviewing the lecture 21 content and noticed the solutions to the starters weren&#39;t posted. Is it possible to get the solutions posted?	1454
2023-12-03T23:52:31Z	"Confused about path vs visited accumulator Hi! I have tried to rewatch the last lecture recording and wrap my mind around this, but I&#39;m still quite confused. I don&#39;t really understand why we can&#39;t use a path accumulator for the solvable-no-revisits function. I remember that we used a path accumulator in the lecture on Tuesday for the solve function to avoid cycles in the maze, and I don&#39;t understand how this is different. If we do not want to go through the same position more than once, isn&#39;t this also a cycle? Why can&#39;t we use a path accumulator?
"	1453
2023-12-03T22:58:35Z	"triangle-solitaire search problem template blending 

https://cs110.students.cs.ubc.ca/lectures/lecture-17.html

I was looking over the triangle solitaire problem&#39;s template blending process.
Can someone explain why try-catch is used in the solve-bd function as well and why (cons bd try) is used here?

Also why is it effective to produce (list bd) here instead of bd?"	1452
2023-12-03T21:23:15Z	"Problem Bank Accumulators P13 Question3 I have been solving this question and am confused on how I check whether the node subs are empty. I tried using an if expression where it checks if the subs of (node-subs t) is empty, but that doesn&#39;t work. I have just put the same code as p1 so I don&#39;t get any red errors an a decent score in autograder. Can anyone explain a method to check how if the node subs are empty.

(@problem 3)
;;
;; Complete the design of the all-leaves function below.
;;
;; You MAY want to complete a structural recursion version of the function
;; definition first, test it, then copy that, and systematically convert it
;; to tail recursion.
;;
;; The autograder will be looking for a tail-recursive version.
;;
(@htdf all-leaves)
(@signature Tree -&gt; (listof String))
;; produce the names of all leaf nodes (nodes without children) in t
(check-expect (all-leaves L1)  (list &#34;L1&#34;))
(check-expect (all-leaves M2)  (list &#34;L2&#34; &#34;L3&#34;))
(check-expect (all-leaves TOP) (list &#34;L1&#34; &#34;L2&#34; &#34;L3&#34;))

;(define (all-leaves t) empty) ; stub
(@template-origin Tree (listof Tree) accumulator)

(define (all-leaves t0)  
  (local [(define (fn-for-t t t-wl rsf)
            (local [(define name (node-name t))  
                    (define subs (node-subs t))] 
              
              (fn-for-lot (append subs t-wl) (cons name rsf))))
          
          (define (fn-for-lot t-wl rsf)
            (cond [(empty? t-wl) rsf]
                  [else
                   (fn-for-t (first t-wl) (rest t-wl) rsf)]))]
    
    (fn-for-t t0 empty empty)))"	1451
